Customer ID,Recency,Frequency,Monetary,TotalQuantity,UniqueProducts,AverageOrderValue
12631.0,92,5,2841.07,1371,105,568.214
12632.0,156,2,804.88,694,32,402.44
12633.0,18,3,3514.18,2076,182,1171.3933333333332
12634.0,171,2,490.0,337,20,245.0
12635.0,28,2,1241.23,777,77,620.615
12636.0,374,1,141.0,1,1,141.0
12637.0,14,4,2280.91,1263,162,570.2275
12638.0,275,1,249.8,86,9,249.8
12639.0,70,2,826.27,430,39,413.135
12643.0,21,6,4960.18,2857,14,826.6966666666667
12644.0,66,3,1440.58,707,76,480.1933333333333
12645.0,45,4,1764.12,1041,72,441.03
12647.0,3,27,14201.53,5447,218,525.9825925925926
12648.0,73,3,793.95,358,32,264.65000000000003
12649.0,18,5,1671.1399999999999,1373,75,334.22799999999995
12651.0,14,3,263.75,187,21,87.91666666666667
12652.0,70,1,97.05000000000001,31,3,97.05000000000001
12653.0,162,1,1950.98,762,43,1950.98
12655.0,59,1,261.35,80,16,261.35
12656.0,61,3,2356.66,1137,108,785.5533333333333
12661.0,72,1,162.0,216,11,162.0
12662.0,9,10,3138.2400000000002,1523,94,313.824
12663.0,260,2,239.4,181,9,119.7
12664.0,150,2,1188.16,292,4,594.08
12665.0,53,2,250.6,128,13,125.3
12666.0,30,1,1248.42,370,31,1248.42
12668.0,14,6,7575.88,3415,233,1262.6466666666668
12670.0,21,2,764.24,230,21,382.12
12671.0,242,1,2622.481,1460,45,2622.481
12672.0,231,1,211.15,60,12,211.15
12673.0,37,1,619.5,349,32,619.5
12675.0,189,2,957.25,336,111,478.625
12676.0,44,5,1511.7,1197,47,302.34000000000003
12677.0,191,2,395.1,176,13,197.55
12678.0,11,9,16652.72,11449,140,1850.3022222222223
12681.0,3,24,17080.74,10060,341,711.6975000000001
12682.0,1,23,11745.69,5443,210,510.6821739130435
12683.0,1,8,4220.21,2696,143,527.52625
12686.0,7,1,89.14,107,7,89.14
12687.0,116,2,2138.91,1403,126,1069.455
12691.0,56,1,134.6,51,7,134.6
12692.0,273,1,110.95,36,13,110.95
12693.0,32,3,847.11,281,35,282.37
12694.0,57,1,973.68,846,46,973.68
12695.0,164,3,825.02,234,28,275.00666666666666
12696.0,70,2,851.91,564,43,425.955
12698.0,226,1,339.75,111,16,339.75
12699.0,53,1,638.11,373,41,638.11
12701.0,165,4,1648.7,1049,80,412.175
12703.0,269,3,722.98,431,44,240.99333333333334
12705.0,19,5,4893.81,3191,196,978.7620000000001
12708.0,4,9,2601.19,1214,80,289.0211111111111
12709.0,2,20,21107.94,9999,152,1055.397
12711.0,247,2,1339.05,770,56,669.525
12712.0,1,10,2797.53,1287,99,279.75300000000004
12714.0,24,7,9384.85,5705,324,1340.6928571428573
12717.0,226,1,277.93,94,16,277.93
12720.0,5,6,2478.94,1645,129,413.1566666666667
12721.0,21,2,1356.95,696,73,678.475
12724.0,19,3,1286.11,934,66,428.7033333333333
12725.0,7,4,2266.76,1142,92,566.69
12726.0,23,4,1405.5,1475,30,351.375
12727.0,78,3,1698.8300000000002,734,44,566.2766666666668
12728.0,19,1,233.84,124,15,233.84
12730.0,157,1,829.25,234,47,829.25
12731.0,78,5,6879.8,3204,72,1375.96
12733.0,25,3,2040.92,759,106,680.3066666666667
12734.0,10,2,529.25,177,13,264.625
12737.0,134,2,3710.5,2,2,1855.25
12738.0,8,1,155.35,148,11,155.35
12739.0,21,2,1713.69,465,51,856.845
12741.0,165,2,406.07,214,16,203.035
12742.0,261,1,1201.52,1359,67,1201.52
12744.0,95,4,4037.77,1753,110,1009.4425
12745.0,122,3,925.41,468,21,308.46999999999997
12746.0,176,1,254.55,97,17,254.55
12747.0,5,16,5061.03,1473,67,316.314375
12748.0,1,144,22457.9,13109,1342,155.9576388888889
12749.0,35,4,2806.48,889,121,701.62
12751.0,80,1,268.27,189,61,268.27
12755.0,1,10,5218.709999999999,2290,31,521.8709999999999
12758.0,95,5,7111.650000000001,4020,146,1422.3300000000002
12759.0,22,5,3489.3,2300,151,697.86
12760.0,91,1,347.8,198,21,347.8
12761.0,93,2,782.95,281,27,391.475
12763.0,5,1,320.08,196,16,320.08
12765.0,108,6,1404.58,1009,49,234.09666666666666
12766.0,2,3,3078.65,1800,132,1026.2166666666667
12767.0,11,1,949.82,598,43,949.82
12768.0,86,1,168.69000000000003,102,10,168.69000000000003
12770.0,92,1,1895.0,1100,16,1895.0
12771.0,121,1,282.3,104,15,282.3
12773.0,200,1,124.25,109,6,124.25
12774.0,171,1,98.7,53,6,98.7
12775.0,24,2,300.08,206,13,150.04
12776.0,303,1,55.5,46,4,55.5
12777.0,93,1,519.45,458,26,519.45
12778.0,32,3,953.45,910,55,317.81666666666666
12779.0,7,7,2740.91,1617,84,391.5585714285714
12780.0,234,1,337.4,285,20,337.4
12782.0,10,6,2287.32,931,94,381.22
12784.0,165,1,1230.33,582,72,1230.33
12785.0,171,2,788.45,322,36,394.225
12786.0,245,1,728.5,324,18,728.5
12787.0,49,1,398.52,249,24,398.52
12788.0,99,4,444.9,194,20,111.225
12789.0,148,2,181.5,32,2,90.75
12790.0,46,1,266.93,140,16,266.93
12791.0,9,6,863.51,353,17,143.91833333333332
12792.0,170,1,426.47,177,22,426.47
12793.0,7,2,471.85,231,23,235.925
12796.0,264,1,381.0,182,7,381.0
12797.0,1,2,552.08,215,27,276.04
12798.0,57,1,1533.8899999999999,3199,25,1533.8899999999999
12799.0,165,1,219.35,137,15,219.35
12800.0,106,3,584.25,284,31,194.75
12801.0,136,1,1071.82,505,50,1071.82
12802.0,78,6,1988.84,1658,89,331.4733333333333
12803.0,29,1,1092.81,872,55,1092.81
12804.0,101,2,325.37,270,60,162.685
12805.0,17,4,1434.95,593,44,358.7375
12806.0,71,4,2878.96,2087,58,719.74
12807.0,19,1,330.35,145,16,330.35
12808.0,4,3,422.45,187,26,140.81666666666666
12809.0,201,2,1266.63,298,52,633.315
12810.0,170,2,534.99,389,32,267.495
12811.0,14,2,519.05,205,23,259.525
12813.0,137,3,1687.8,1141,37,562.6
12817.0,35,2,524.94,166,16,262.47
12819.0,94,1,540.52,344,19,540.52
12820.0,33,7,1747.18,1242,87,249.59714285714287
12821.0,247,1,128.07999999999998,92,7,128.07999999999998
12823.0,30,13,4742.0,700,1,364.7692307692308
12825.0,157,2,518.63,139,20,259.315
12826.0,1,6,1481.03,937,53,246.83833333333334
12829.0,186,1,92.30000000000001,174,8,92.30000000000001
12831.0,99,2,236.06,168,13,118.03
12835.0,63,41,5996.83,2349,138,146.2641463414634
12836.0,25,11,3949.37,1169,173,359.03363636363633
12837.0,205,1,528.5600000000001,170,73,528.5600000000001
12838.0,9,9,2694.75,1479,177,299.4166666666667
12839.0,3,13,4480.31,3042,112,344.6392307692308
12840.0,73,3,1315.2,747,57,438.40000000000003
12841.0,5,17,3472.61,2609,154,204.27117647058824
12842.0,40,2,799.0,340,13,399.5
12843.0,18,22,4881.1,2247,77,221.86818181818182
12844.0,78,2,322.64,98,43,161.32
12846.0,318,1,15.58,1,1,15.58
12847.0,23,1,765.36,624,34,765.36
12848.0,311,1,208.0,58,16,208.0
12849.0,17,4,2032.18,1258,80,508.045
12850.0,81,1,330.0,200,2,330.0
12851.0,113,1,148.95,51,30,148.95
12853.0,63,5,1950.4,868,58,390.08000000000004
12854.0,197,4,1654.72,1004,120,413.68
12855.0,8,4,612.84,240,65,153.21
12857.0,72,4,2581.6,1077,46,645.4
12858.0,19,1,147.27,51,36,147.27
12859.0,94,1,575.1,292,21,575.1
12860.0,329,1,54.22,26,16,54.22
12861.0,255,1,68.25,27,4,68.25
12862.0,61,2,984.62,611,119,492.31
12863.0,15,5,2271.35,707,23,454.27
12864.0,144,1,152.45,231,4,152.45
12865.0,14,2,1755.24,1048,93,877.62
12866.0,110,2,668.23,382,34,334.115
12867.0,33,6,3819.92,3592,260,636.6533333333333
12868.0,9,3,640.0,354,30,213.33333333333334
12869.0,317,1,337.66999999999996,144,35,337.66999999999996
12870.0,11,3,1676.95,906,85,558.9833333333333
12871.0,75,1,363.38,284,7,363.38
12872.0,1,11,3062.52,1526,204,278.4109090909091
12873.0,33,2,1653.3,658,30,826.65
12874.0,21,2,948.42,623,44,474.21
12875.0,107,3,1013.76,3168,2,337.92
12876.0,30,2,1863.77,1106,70,931.885
12877.0,37,8,1406.3700000000001,1059,76,175.79625000000001
12880.0,17,2,640.13,279,32,320.065
12887.0,19,1,222.4,100,13,222.4
12889.0,17,4,385.46000000000004,124,25,96.36500000000001
12890.0,23,1,329.3,201,56,329.3
12891.0,94,8,509.5,1375,2,63.6875
12892.0,32,1,263.38,140,18,263.38
12894.0,211,1,157.35,33,21,157.35
12897.0,17,2,297.75,139,9,148.875
12898.0,99,2,296.21000000000004,235,27,148.10500000000002
12899.0,49,1,366.4,108,17,366.4
12900.0,58,1,340.33,139,13,340.33
12903.0,64,1,833.53,493,41,833.53
12905.0,212,2,1018.42,532,52,509.21
12907.0,31,2,508.91,177,23,254.455
12908.0,16,3,1026.0,1800,1,342.0
12909.0,60,3,924.52,668,49,308.17333333333335
12910.0,15,5,2721.48,1940,38,544.296
12911.0,187,1,1651.72,807,220,1651.72
12913.0,4,9,4217.2300000000005,1813,26,468.58111111111117
12914.0,36,1,223.98,336,9,223.98
12915.0,8,3,811.1,359,40,270.3666666666667
12916.0,78,3,1534.78,598,51,511.5933333333333
12917.0,36,5,3765.2,984,44,753.04
12918.0,262,1,10953.5,1,1,10953.5
12920.0,207,3,323.86,292,32,107.95333333333333
12921.0,2,39,19333.95,12182,200,495.7423076923077
12923.0,26,2,597.6,162,28,298.8
12924.0,29,8,1535.7,942,37,191.9625
12925.0,228,1,35.28,108,5,35.28
12926.0,47,4,1523.97,754,202,380.9925
12927.0,30,1,197.31,145,11,197.31
12928.0,14,7,2242.19,1427,62,320.3128571428571
12931.0,16,42,50291.38,34902,21,1197.4138095238095
12932.0,175,8,1698.56,1609,69,212.32
12933.0,16,5,1029.1,450,152,205.82
12934.0,372,1,181.65,31,2,181.65
12935.0,11,8,2083.16,1348,61,260.395
12937.0,99,5,1593.34,976,71,318.668
12939.0,15,12,13683.0,5452,12,1140.25
12941.0,360,1,377.49,381,27,377.49
12942.0,1,1,258.75,69,16,258.75
12943.0,194,2,496.5,222,22,248.25
12945.0,292,1,437.16,281,28,437.16
12946.0,72,1,324.45,149,20,324.45
12947.0,9,1,304.04,184,17,304.04
12948.0,366,2,252.48000000000002,224,7,126.24000000000001
12949.0,18,14,11359.48,5852,262,811.3914285714285
12951.0,22,9,2149.65,1159,83,238.85000000000002
12953.0,158,1,498.96000000000004,280,31,498.96000000000004
12954.0,274,1,162.45,83,10,162.45
12956.0,320,3,413.82,306,23,137.94
12957.0,177,5,4689.43,2137,221,937.8860000000001
12958.0,36,2,467.34,118,45,233.67
12959.0,120,1,150.95,109,8,150.95
12960.0,49,4,1322.07,1379,49,330.5175
12961.0,15,1,211.99,180,37,211.99
12963.0,1,5,1744.96,928,74,348.992
12964.0,73,1,132.24,56,26,132.24
12967.0,7,2,2646.02,834,47,1323.01
12969.0,238,1,122.45,55,5,122.45
12970.0,16,6,1048.13,686,174,174.68833333333336
12971.0,2,33,4782.88,5298,46,144.93575757575758
12972.0,49,4,1161.2,844,69,290.3
12973.0,49,1,385.55,31,6,385.55
12974.0,201,1,264.15,80,24,264.15
12975.0,72,6,2100.09,911,92,350.01500000000004
12976.0,14,7,2417.7799999999997,2123,94,345.3971428571428
12977.0,137,3,474.64,116,45,158.21333333333334
12978.0,21,5,2502.82,1394,126,500.564
12979.0,365,1,517.7,520,56,517.7
12980.0,22,12,8870.880000000001,1024,7,739.2400000000001
12982.0,30,7,2354.27,1441,117,336.32428571428574
12983.0,234,1,490.08000000000004,638,30,490.08000000000004
12986.0,64,10,2729.84,1164,61,272.98400000000004
12987.0,56,3,753.51,366,35,251.17
12989.0,60,18,6627.64,3992,11,368.20222222222225
12990.0,53,4,546.0,280,6,136.5
12991.0,25,1,261.06,78,14,261.06
12992.0,361,1,93.35000000000001,21,6,93.35000000000001
12993.0,81,4,844.87,511,44,211.2175
12996.0,11,1,355.5,122,22,355.5
12997.0,30,4,884.02,522,32,221.005
12998.0,128,3,920.08,1124,58,306.6933333333333
13000.0,361,1,497.65000000000003,169,31,497.65000000000003
13001.0,40,20,14256.68,7958,261,712.8340000000001
13002.0,52,2,293.18,128,14,146.59
13004.0,22,18,5994.94,3946,230,333.0522222222222
13005.0,67,2,485.98,290,27,242.99
13007.0,215,1,175.25,59,11,175.25
13008.0,33,2,382.66,204,20,191.33
13009.0,308,1,234.0,120,4,234.0
13010.0,10,2,330.12,323,10,165.06
13011.0,8,1,50.550000000000004,13,3,50.550000000000004
13012.0,65,3,1310.99,739,54,436.99666666666667
13013.0,7,18,7814.83,4239,224,434.15722222222223
13014.0,68,1,1914.8,1074,115,1914.8
13015.0,74,6,3240.14,1918,156,540.0233333333333
13018.0,49,7,2485.46,1311,117,355.0657142857143
13019.0,15,6,1229.95,397,46,204.99166666666667
13020.0,198,2,618.96,278,38,309.48
13021.0,10,8,2270.86,1194,87,283.8575
13022.0,65,1,65.3,35,5,65.3
13023.0,164,1,759.13,299,36,759.13
13024.0,106,2,555.87,181,26,277.935
13025.0,367,1,323.39,241,13,323.39
13026.0,124,4,757.72,846,24,189.43
13027.0,21,13,10327.2,25560,7,794.4000000000001
13029.0,10,2,679.8,60,6,339.9
13030.0,4,1,402.36,174,50,402.36
13031.0,43,5,3292.84,2309,275,658.568
13032.0,28,7,1805.78,899,110,257.9685714285714
13033.0,65,1,30.0,15,2,30.0
13034.0,5,2,279.91,153,16,139.955
13035.0,67,1,442.32,282,15,442.32
13036.0,320,1,307.1,38,6,307.1
13037.0,35,9,3033.88,1699,155,337.09777777777776
13039.0,220,4,1010.73,290,37,252.6825
13041.0,86,4,799.13,335,23,199.7825
13042.0,234,3,1488.59,812,164,496.19666666666666
13044.0,128,10,4287.58,2119,327,428.758
13045.0,37,2,503.64,184,25,251.82
13046.0,92,1,319.94,241,21,319.94
13047.0,9,17,5557.62,2038,119,326.9188235294118
13048.0,72,5,2229.72,1433,85,445.94399999999996
13049.0,25,2,751.5600000000001,352,10,375.78000000000003
13050.0,2,19,6477.67,3449,408,340.93
13051.0,214,2,155.8,72,4,77.9
13052.0,56,6,2771.18,1202,150,461.8633333333333
13053.0,257,1,127.65,47,17,127.65
13055.0,65,1,1106.7,927,78,1106.7
13056.0,187,1,209.48,158,18,209.48
13057.0,166,3,709.59,456,34,236.53
13059.0,49,9,2108.37,825,152,234.26333333333332
13063.0,116,1,188.4,116,12,188.4
13064.0,186,2,561.25,154,19,280.625
13065.0,9,5,1055.05,381,49,211.01
13067.0,45,2,393.05,99,13,196.525
13069.0,5,16,5185.51,9481,421,324.094375
13070.0,95,3,522.9,262,11,174.29999999999998
13071.0,248,1,129.22,30,12,129.22
13073.0,47,2,418.08,261,25,209.04
13074.0,147,4,1378.74,826,26,344.685
13076.0,93,1,135.4,44,9,135.4
13077.0,2,8,2326.35,1909,144,290.79375
13078.0,2,32,16904.510000000002,6553,108,528.2659375000001
13079.0,53,1,199.08,96,11,199.08
13080.0,37,3,222.65,73,11,74.21666666666667
13081.0,7,19,30867.77,22355,506,1624.6194736842106
13082.0,60,12,3722.12,4142,48,310.1766666666667
13083.0,61,1,91.67999999999999,120,4,91.67999999999999
13084.0,127,1,122.39999999999999,144,2,122.39999999999999
13085.0,315,6,2017.2,728,33,336.2
13086.0,18,1,439.33000000000004,155,47,439.33000000000004
13087.0,362,1,313.64,86,15,313.64
13088.0,53,1,236.11,76,19,236.11
13089.0,4,109,57885.45,29125,474,531.0591743119265
13090.0,1,13,5189.32,1181,92,399.17846153846153
13091.0,365,2,1976.0,873,24,988.0
13092.0,50,7,1662.45,385,43,237.49285714285716
13093.0,9,48,47111.18,22266,172,981.4829166666667
13094.0,4,2,505.8,372,5,252.9
13096.0,30,1,419.70000000000005,6,1,419.70000000000005
13097.0,24,18,7320.88,2985,278,406.71555555555557
13101.0,134,3,594.21,365,41,198.07000000000002
13102.0,1,14,5272.83,2372,114,376.6307142857143
13103.0,73,2,465.70000000000005,344,21,232.85000000000002
13104.0,51,3,610.62,330,5,203.54
13105.0,72,1,72.0,100,1,72.0
13106.0,49,1,526.96,213,15,526.96
13107.0,49,5,3721.45,3023,102,744.29
13108.0,8,2,748.46,745,27,374.23
13109.0,187,1,347.49,237,23,347.49
13110.0,73,5,1468.8000000000002,375,77,293.76000000000005
13111.0,354,1,321.88000000000005,180,12,321.88000000000005
13112.0,177,1,20.6,11,2,20.6
13113.0,2,14,6357.08,1495,107,454.07714285714286
13114.0,366,1,234.38,74,16,234.38
13115.0,15,6,3199.92,2367,136,533.32
13117.0,1,12,1658.8999999999999,1122,90,138.24166666666665
13118.0,12,4,1217.6,424,57,304.4
13119.0,304,1,134.9,110,11,134.9
13123.0,108,2,506.75,268,36,253.375
13124.0,21,1,885.33,619,56,885.33
13125.0,159,1,148.62,53,20,148.62
13126.0,2,7,1898.6100000000001,1266,79,271.23
13128.0,267,1,263.5,31,1,263.5
13129.0,88,2,233.25,296,10,116.625
13131.0,54,4,2240.47,1076,94,560.1175
13133.0,95,1,90.65,23,5,90.65
13134.0,38,2,681.65,305,21,340.825
13135.0,127,1,275.45,123,17,275.45
13136.0,11,8,3666.9500000000003,1781,140,458.36875000000003
13137.0,22,8,3983.65,2034,406,497.95625
13138.0,8,2,504.85,245,29,252.425
13139.0,73,1,3138.04,2189,95,3138.04
13140.0,2,3,790.71,461,68,263.57
13141.0,21,12,5267.33,3611,231,438.94416666666666
13143.0,220,1,405.1,198,23,405.1
13144.0,67,1,24.4,8,3,24.4
13145.0,8,4,805.0,121,2,201.25
13148.0,25,14,4814.56,2522,297,343.8971428571429
13150.0,120,3,449.96999999999997,171,7,149.98999999999998
13151.0,261,2,1207.34,450,71,603.67
13152.0,53,7,2146.38,977,114,306.6257142857143
13154.0,35,3,1624.84,976,78,541.6133333333333
13155.0,4,3,778.42,412,68,259.4733333333333
13156.0,21,3,1586.54,914,94,528.8466666666667
13157.0,45,5,3946.14,3323,121,789.228
13158.0,24,1,307.12,208,21,307.12
13161.0,136,1,359.38,76,25,359.38
13162.0,16,12,7587.2,4042,124,632.2666666666667
13163.0,246,1,17.65,3,2,17.65
13164.0,205,2,372.2,120,7,186.1
13165.0,49,1,429.68,360,7,429.68
13166.0,50,1,458.73,306,27,458.73
13167.0,26,1,333.82,222,16,333.82
13168.0,178,1,541.14,228,45,541.14
13169.0,198,1,127.2,24,5,127.2
13172.0,36,1,69.6,48,1,69.6
13173.0,3,10,2212.11,1318,147,221.211
13174.0,5,10,6621.6,3116,538,662.1600000000001
13175.0,218,2,831.45,423,40,415.725
13177.0,66,1,229.75,89,13,229.75
13178.0,33,10,8333.72,5208,160,833.372
13179.0,254,1,572.3100000000001,368,34,572.3100000000001
13180.0,243,1,86.10000000000001,42,4,86.10000000000001
13181.0,17,1,359.69,171,19,359.69
13183.0,30,6,3078.4,1819,31,513.0666666666667
13187.0,260,3,105.34,201,14,35.11333333333334
13190.0,180,3,570.66,308,16,190.22
13191.0,294,1,164.69,115,58,164.69
13192.0,171,4,1646.6399999999999,1034,92,411.65999999999997
13194.0,57,1,412.08,300,7,412.08
13195.0,50,1,136.73,70,43,136.73
13196.0,79,3,1271.06,782,74,423.68666666666667
13197.0,245,1,373.01000000000005,204,19,373.01000000000005
13198.0,23,2,1572.99,801,81,786.495
13199.0,2,30,6615.77,5843,26,220.5256666666667
